,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,395.337830216133,679.954410236451,970.5627233723743,1065.0544587015258,831.5623849116794,612.3218108151955,344.4488350974641,337.0370899470858,286.7350693584585,258.68320393871727,333.4786349978061,186.67619023324855,132.82319074619463,126.49110640673517,190.9685838037241,164.87874332369228,131.60927019021113,507.89959637707926,539.3078897995096,517.2890874549743,556.9245909456683,914.4665111418789,1001.2012784650248,1105.2058631766301,1194.824254859266,1238.8611705917658,1072.3105893350116,807.3871438163974,639.1908948037354,636.5924913160695,748.6848469149085,531.5044684666348,503.9295585694493,610.3523572494826,584.4450359101359,600.5630691276313,552.2264028457894,570.5173091151573,583.8801246831407,707.4779148496439,728.4208948128822,1096.2850906584472,388.46492763182624,1257.0640397370373,663.2661607529816,616.6952245639657,524.2537553513565,812.3305977248426,838.3728287581844
1,395.337830216133,0.0,289.0155705148081,582.0,669.8096744598423,444.292696316291,246.98582955303326,259.5168587972658,485.09998969284675,242.7447218787671,143.0,132.13629327327143,254.8489748851268,267.30132809247317,344.9811589058162,306.5697310564107,407.06387705125593,448.4919174299577,255.44079548889601,325.7192042235152,320.8613407688748,285.0982286861846,643.5720627870666,656.5972890592833,734.9802718440816,834.1828336761672,883.183446402841,755.2972924617167,583.9880135756213,606.5418369741695,690.4505775216645,881.9393403176888,701.5903363074494,633.6031881232922,757.0851999610084,688.7931474688173,734.3296262578543,699.2066933318073,723.9240291632817,737.7912984035526,812.8425431779515,359.93471630283176,721.876028137796,664.4162851706752,915.127313547137,384.5126785946076,231.68297304722245,141.59802258506295,879.8073652794684,469.3367660859311
2,679.954410236451,289.0155705148081,0.0,293.01535795927146,397.1460688462118,237.6930794112441,226.92730113408567,504.9405905648703,748.8284182641574,510.0637215093816,432.010416541083,399.30189080443887,542.130980483499,555.3017197884408,633.4177136771594,590.5294234837075,693.2452668428397,737.2197772713372,394.8670662387533,460.392224087245,471.9597440460362,385.56063077031087,617.0486204506092,520.7244952947768,539.8907296851836,650.6896341574837,705.2694520536105,650.3691259584822,622.0803806583198,781.7908927584153,897.2000891662907,1106.9277302516186,951.6811440813567,876.0987387275478,995.3813339620148,916.8522236434834,969.5823843284282,941.8832199375887,966.9353649546592,979.9846937580198,1030.8428590236244,251.04780421266383,440.2419789161411,942.8918283663296,757.6621938568666,424.26406871192853,164.80594649465777,205.71825392998065,1075.548697177399,205.20477577288497
3,970.5627233723743,582.0,293.01535795927146,0.0,188.2153022471871,294.64554977124635,463.303356344415,786.0795125176587,1031.5473813645208,797.6647165319524,725.0,689.138592737339,834.8652585896721,847.7228320624613,926.3649388874776,882.2794341930452,985.4892186117512,1030.2140554273176,649.1794821156935,702.6414448351306,720.0694410957876,625.22395987358,724.4066537518827,534.4342803376295,464.15514647583086,569.6885113814391,623.6256890154542,672.1205249060617,781.7224571419193,1017.2831464248289,1146.6481587653643,1362.6609996620582,1224.8481538541828,1146.3110398142383,1261.1558190802593,1178.2088100162891,1234.0259316562192,1211.053260595916,1235.8940084003968,1248.2708039524116,1283.6607807360947,411.25296351515817,176.24131184259835,1231.1868257904646,697.0867951697263,622.6026019862107,415.21681083501426,486.3681733008442,1312.9680117961748,174.77127910500627
4,1065.0544587015258,669.8096744598423,397.1460688462118,188.2153022471871,0.0,263.53178176455305,487.14782150801005,828.0386464410946,1068.9176769050084,852.2968966269912,808.6099183166133,753.7592453827681,908.69411795169,935.3421833746194,1001.4494495480039,948.3933782982671,1052.4533243807061,1105.0665138352533,665.5862077897949,703.3206949891351,725.0606871152235,630.1507756085047,626.5748159637443,403.06451096567656,296.89223634174067,393.6495903719449,445.4054332852261,532.0084585793726,712.590345149301,995.3813339620148,1134.954184097314,1353.4696154698117,1241.5578923272165,1160.2422160911058,1266.5216145017027,1179.5800100035606,1238.1538676594278,1222.1133335333511,1246.1592996082002,1257.3452191025342,1272.5698409124743,396.16410741004796,303.2688576164721,1278.306692464684,522.6939831297085,594.9159604515582,459.01851814496547,547.1791297189615,1284.9443567719188,352.8172331391991
5,831.5623849116794,444.292696316291,237.6930794112441,294.64554977124635,263.53178176455305,0.0,229.10696191953662,569.077323392876,807.2731879605565,597.8135160733655,572.9232060232855,506.59648636760204,663.4515807502459,699.1609256816345,755.3383347877956,698.0150428178464,801.1672734204761,857.4129693444111,402.5245334138032,440.2192635494271,461.6708784404752,366.62924051417394,436.5191862908204,289.5582842883277,305.60104711862493,414.701097177232,468.70566456999427,425.05764314972623,487.08315511830216,739.4004327832112,875.937212361708,1094.2417465989863,978.082307374998,896.8416805657507,1004.0567713032964,917.605579756357,975.8299032105954,958.9546391774743,983.0940951912996,994.4103780633023,1013.7223485747959,132.90974381135493,470.3158513169634,1018.1105048078033,519.9788457235544,338.5646171707847,214.9534833400008,307.54837017939144,1032.5294184670963,345.7528018686183
6,612.3218108151955,246.98582955303326,226.92730113408567,463.303356344415,487.14782150801005,229.10696191953662,0.0,341.023459603588,582.3263689719022,368.7505932198618,356.2653505464712,281.3289889080043,437.8607084450488,479.5331062606627,528.7513593363142,469.79250739023075,572.5041484565854,629.819815502815,186.09674903124989,241.5719354560873,257.390753524675,164.2589419179364,425.61132503729266,409.6461888019953,494.51592492052265,589.7465557339017,637.5837199929119,512.5348768620531,404.55407549547687,561.7695256953691,685.3086895698901,900.0605535184841,764.2807075937479,684.6787567903651,798.1227975693965,714.9055881723125,770.8553690544031,748.8658090739622,773.5864528286415,785.7544145596638,821.6233930457433,116.50321883965266,632.9873616431848,791.1618039314083,668.1466904804663,200.17991907281808,62.64982043070834,108.40664186294121,857.4059715210759,426.4844663056323
7,344.4488350974641,259.5168587972658,504.9405905648703,786.0795125176587,828.0386464410946,569.077323392876,341.023459603588,0.0,245.47301277329856,59.61543424315552,189.06612599828665,128.84486796143648,162.8158468945821,235.1361307838504,226.99118925632334,158.44872987815333,247.35804009572846,312.49319992601437,181.077331546497,196.5807722031837,173.4848696572701,229.4558781116753,571.0236422425958,679.6565309036616,802.0879004198979,880.1817994028279,919.4835506957153,736.3592873047776,463.5698437128973,365.9289548532611,433.2955111699174,622.5688716921205,448.92983861623634,376.9482723133242,499.6048438516184,429.3821142059832,476.0178568079143,442.93679007280485,467.8899443245174,481.50285565092963,553.4202742943196,444.08332551448046,944.2732655328117,450.4442251822083,928.8535944916184,327.70260908329675,374.4889851517665,300.7806509734295,623.7707912366529,704.9198536003934
8,337.0370899470858,485.09998969284675,748.8284182641574,1031.5473813645208,1068.9176769050084,807.2731879605565,582.3263689719022,245.47301277329856,0.0,242.85180666406416,367.9198282234868,355.5418400132395,264.14011433328335,317.03627552694974,228.37250272307304,206.40009689920205,172.16561793807728,221.65062598603234,406.2413075993134,387.76926128820475,362.42792386900874,448.06807518501023,720.4672095244863,878.554494610323,1015.7804880976992,1081.917279647571,1115.1076181248159,908.7419875850351,588.2176467941097,327.0122321871156,300.1066477104431,427.93106921559223,222.79362647975367,172.72232050317064,291.2181313036673,249.899979991996,275.26351011349107,230.7552816296953,253.21137415211032,267.4060582709375,376.42661967507024,678.0892271670448,1188.818320854789,214.04905979704745,1111.8147327680094,523.442451469118,619.3133294221916,545.8864350760147,476.48819502690725,946.163305143462
9,286.7350693584585,242.7447218787671,510.0637215093816,797.6647165319524,852.2968966269912,597.8135160733655,368.7505932198618,59.61543424315552,242.85180666406416,0.0,144.02777509911067,112.80514172678478,103.31021246711285,175.57049866079439,173.60011520733505,106.6770828247567,204.9780476051033,266.32686683847726,227.43130831088317,252.62224763468478,230.6013876801265,276.7959537276512,627.7658799265854,726.9972489631581,843.908170359785,925.7137786594732,966.5857437392712,789.1951596405037,522.5868348896669,414.2197484427801,468.0779849554986,645.8498277463577,459.2210796555402,393.40564307086396,517.197254439735,453.89536239093695,495.68639279286253,458.4157501657202,482.8881858153086,496.89133620943727,580.8166664275398,477.8367922209423,950.2052409874406,433.53661898391005,978.9244097477598,379.63798545456433,394.0203040453626,311.96954979612997,658.920329023168,704.4728525642419
